Lot identifier,Lot name,Bidder number,Amount,Bid type,Status,Placed at,Bidder id
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"320,000",manual,accepted,2025-02-06 01:54:02PM SAST,2704166
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),42,"77,000",manual,accepted,2025-02-06 01:53:50PM SAST,2704218
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"29,500",manual,accepted,2025-02-06 01:53:45PM SAST,2704400
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"29,000",manual,accepted,2025-02-06 01:53:37PM SAST,2704233
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"76,000",manual,accepted,2025-02-06 01:53:36PM SAST,2704143
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"51,000",manual,accepted,2025-02-06 01:53:33PM SAST,2704216
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),34,"86,000",manual,accepted,2025-02-06 01:53:28PM SAST,2704195
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"102,500",manual,accepted,2025-02-06 01:53:28PM SAST,2704134
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"28,500",manual,accepted,2025-02-06 01:53:25PM SAST,2704400
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),41,"100,000",manual,accepted,2025-02-06 01:53:24PM SAST,2704216
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"172,500",manual,accepted,2025-02-06 01:53:23PM SAST,1899895
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"99,000",manual,accepted,2025-02-06 01:53:21PM SAST,2704134
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),42,"75,000",manual,accepted,2025-02-06 01:53:20PM SAST,2704218
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"28,000",manual,accepted,2025-02-06 01:53:20PM SAST,2704233
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",22,"315,000",manual,accepted,2025-02-06 01:53:18PM SAST,2704140
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),52,"98,000",manual,accepted,2025-02-06 01:53:16PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"97,000",manual,accepted,2025-02-06 01:53:12PM SAST,2704134
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),4,"91,000",manual,accepted,2025-02-06 01:53:12PM SAST,1919665
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),34,"107,500",manual,accepted,2025-02-06 01:53:07PM SAST,2704195
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),54,"96,000",manual,accepted,2025-02-06 01:53:07PM SAST,2704319
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),34,"107,500",manual,accepted,2025-02-06 01:53:04PM SAST,2704195
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"95,000",manual,accepted,2025-02-06 01:53:00PM SAST,2704134
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),47,"43,500",manual,accepted,2025-02-06 01:52:59PM SAST,2704233
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"27,500",manual,accepted,2025-02-06 01:52:59PM SAST,2704400
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),41,"94,000",manual,accepted,2025-02-06 01:52:56PM SAST,2704216
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"22,750",manual,sold,2025-02-06 01:52:55PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"22,500",auto,accepted,2025-02-06 01:52:52PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"22,500",manual,rejected,2025-02-06 01:52:52PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"93,000",manual,accepted,2025-02-06 01:52:51PM SAST,2704134
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"22,250",auto,accepted,2025-02-06 01:52:50PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"22,000",manual,outbid,2025-02-06 01:52:50PM SAST,2704297
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),42,"90,000",manual,accepted,2025-02-06 01:52:48PM SAST,2704218
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"21,750",auto,accepted,2025-02-06 01:52:48PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"21,500",manual,outbid,2025-02-06 01:52:48PM SAST,2704297
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"24,000",manual,accepted,2025-02-06 01:52:46PM SAST,2704220
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"21,250",auto,accepted,2025-02-06 01:52:46PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"21,000",manual,outbid,2025-02-06 01:52:46PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),41,"92,000",manual,accepted,2025-02-06 01:52:45PM SAST,2704216
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"7,500",manual,accepted,2025-02-06 01:52:43PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"91,000",manual,accepted,2025-02-06 01:52:42PM SAST,2704134
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"20,750",auto,accepted,2025-02-06 01:52:41PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"20,500",manual,outbid,2025-02-06 01:52:41PM SAST,2704297
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),4,"89,000",manual,accepted,2025-02-06 01:52:40PM SAST,1919665
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"20,250",auto,accepted,2025-02-06 01:52:38PM SAST,2704143
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),7,"7,400",manual,accepted,2025-02-06 01:52:38PM SAST,2703983
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"20,000",manual,outbid,2025-02-06 01:52:38PM SAST,2704297
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"23,750",manual,accepted,2025-02-06 01:52:38PM SAST,2704233
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),41,"105,000",manual,accepted,2025-02-06 01:52:37PM SAST,2704216
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),41,"90,000",manual,accepted,2025-02-06 01:52:35PM SAST,2704216
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"19,750",auto,accepted,2025-02-06 01:52:35PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"19,500",manual,outbid,2025-02-06 01:52:35PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"19,250",auto,accepted,2025-02-06 01:52:32PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"19,000",manual,outbid,2025-02-06 01:52:32PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"18,750",auto,accepted,2025-02-06 01:52:30PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"18,500",manual,outbid,2025-02-06 01:52:30PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"18,250",auto,accepted,2025-02-06 01:52:28PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"18,000",manual,outbid,2025-02-06 01:52:28PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"17,750",auto,accepted,2025-02-06 01:52:25PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"17,500",manual,outbid,2025-02-06 01:52:25PM SAST,2704297
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"27,000",manual,accepted,2025-02-06 01:52:23PM SAST,2704233
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"17,250",auto,accepted,2025-02-06 01:52:22PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"22,500",maxbid,outbid,2025-02-06 01:52:22PM SAST,2704143
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"7,300",manual,accepted,2025-02-06 01:52:22PM SAST,2704297
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),4,"85,000",manual,accepted,2025-02-06 01:52:21PM SAST,1919665
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"23,500",manual,accepted,2025-02-06 01:52:08PM SAST,2704220
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"17,000",manual,accepted,2025-02-06 01:52:07PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"89,000",manual,accepted,2025-02-06 01:52:06PM SAST,2704134
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"16,750",manual,accepted,2025-02-06 01:52:04PM SAST,2704143
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),4,"7,200",manual,accepted,2025-02-06 01:52:03PM SAST,1919665
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),4,"16,500",manual,accepted,2025-02-06 01:51:59PM SAST,1919665
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"310,000",manual,accepted,2025-02-06 01:51:58PM SAST,2704166
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),37,"102,500",manual,accepted,2025-02-06 01:51:57PM SAST,2704209
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"74,000",manual,accepted,2025-02-06 01:51:55PM SAST,2704143
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",34,"305,000",manual,accepted,2025-02-06 01:51:54PM SAST,2704195
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),37,"105,000",manual,accepted,2025-02-06 01:51:53PM SAST,2704209
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),52,"88,000",manual,accepted,2025-02-06 01:51:52PM SAST,2704297
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"23,250",manual,accepted,2025-02-06 01:51:51PM SAST,2704233
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"26,500",manual,accepted,2025-02-06 01:51:49PM SAST,2704400
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),42,"88,000",manual,accepted,2025-02-06 01:51:48PM SAST,2704218
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"26,000",manual,accepted,2025-02-06 01:51:46PM SAST,2704233
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),64,"84,000",manual,accepted,2025-02-06 01:51:43PM SAST,2704416
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"7,100",manual,accepted,2025-02-06 01:51:39PM SAST,2704297
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"50,000",auto,accepted,2025-02-06 01:51:37PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"50,000",manual,rejected,2025-02-06 01:51:37PM SAST,2704216
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"16,250",manual,accepted,2025-02-06 01:51:36PM SAST,2704297
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),4,"73,000",manual,accepted,2025-02-06 01:51:35PM SAST,1919665
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),18,"102,500",manual,accepted,2025-02-06 01:51:35PM SAST,2704134
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),34,"170,000",manual,accepted,2025-02-06 01:51:35PM SAST,2704195
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"49,500",auto,accepted,2025-02-06 01:51:35PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"49,000",manual,outbid,2025-02-06 01:51:35PM SAST,2704216
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),34,"83,000",manual,accepted,2025-02-06 01:51:32PM SAST,2704195
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"48,500",auto,accepted,2025-02-06 01:51:32PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"48,000",manual,outbid,2025-02-06 01:51:32PM SAST,2704216
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"47,500",auto,accepted,2025-02-06 01:51:29PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"47,000",manual,outbid,2025-02-06 01:51:29PM SAST,2704216
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),41,"43,000",manual,accepted,2025-02-06 01:51:28PM SAST,2704216
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),7,"7,000",manual,accepted,2025-02-06 01:51:25PM SAST,2703983
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),4,"82,000",manual,accepted,2025-02-06 01:51:19PM SAST,1919665
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),52,"42,500",manual,accepted,2025-02-06 01:51:19PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"16,000",manual,accepted,2025-02-06 01:51:18PM SAST,2704143
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),37,"100,000",manual,accepted,2025-02-06 01:51:14PM SAST,2704209
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"46,500",auto,accepted,2025-02-06 01:51:12PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"46,000",manual,outbid,2025-02-06 01:51:11PM SAST,2704216
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"15,750",manual,accepted,2025-02-06 01:51:11PM SAST,2704297
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"6,900",manual,accepted,2025-02-06 01:51:11PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),49,"87,000",manual,accepted,2025-02-06 01:51:10PM SAST,2258764
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"15,500",manual,accepted,2025-02-06 01:51:06PM SAST,2704143
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"45,500",auto,accepted,2025-02-06 01:51:06PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"45,000",manual,outbid,2025-02-06 01:51:06PM SAST,2704216
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),34,"100,000",manual,accepted,2025-02-06 01:51:04PM SAST,2704195
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"44,500",auto,accepted,2025-02-06 01:51:02PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),41,"44,000",manual,outbid,2025-02-06 01:51:02PM SAST,2704216
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"25,500",manual,accepted,2025-02-06 01:50:54PM SAST,2704400
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),52,"99,000",manual,accepted,2025-02-06 01:50:52PM SAST,2704297
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"167,500",manual,accepted,2025-02-06 01:50:51PM SAST,1899895
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"72,000",manual,accepted,2025-02-06 01:50:50PM SAST,2704143
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),7,"25,000",manual,accepted,2025-02-06 01:50:50PM SAST,2703983
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"24,750",manual,accepted,2025-02-06 01:50:47PM SAST,2704233
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),34,"81,000",manual,accepted,2025-02-06 01:50:45PM SAST,2704195
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),54,"86,000",manual,accepted,2025-02-06 01:50:43PM SAST,2704319
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),37,"99,000",manual,accepted,2025-02-06 01:50:43PM SAST,2704209
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),7,"6,800",manual,accepted,2025-02-06 01:50:40PM SAST,2703983
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),41,"42,000",manual,accepted,2025-02-06 01:50:39PM SAST,2704216
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),4,"87,000",manual,accepted,2025-02-06 01:50:39PM SAST,1919665
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"24,500",manual,accepted,2025-02-06 01:50:37PM SAST,2704400
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),13,"71,000",manual,accepted,2025-02-06 01:50:33PM SAST,2704125
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"24,250",manual,accepted,2025-02-06 01:50:30PM SAST,2704233
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"43,500",auto,accepted,2025-02-06 01:50:30PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),18,"43,000",manual,outbid,2025-02-06 01:50:30PM SAST,2704134
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"23,000",manual,accepted,2025-02-06 01:50:29PM SAST,2704220
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"6,700",manual,accepted,2025-02-06 01:50:26PM SAST,2704297
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"70,000",auto,accepted,2025-02-06 01:50:26PM SAST,2704143
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),13,"70,000",manual,rejected,2025-02-06 01:50:26PM SAST,2704125
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),34,"98,000",manual,accepted,2025-02-06 01:50:24PM SAST,2704195
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),42,"86,000",manual,accepted,2025-02-06 01:50:24PM SAST,2704218
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),52,"41,500",manual,accepted,2025-02-06 01:50:23PM SAST,2704297
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"300,000",manual,accepted,2025-02-06 01:50:21PM SAST,2704166
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"69,000",auto,accepted,2025-02-06 01:50:20PM SAST,2704143
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),13,"68,000",manual,outbid,2025-02-06 01:50:20PM SAST,2704125
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),52,"85,000",manual,accepted,2025-02-06 01:50:20PM SAST,2704297
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),37,"97,000",manual,accepted,2025-02-06 01:50:20PM SAST,2704209
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",22,"295,000",manual,accepted,2025-02-06 01:50:17PM SAST,2704140
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),49,"41,000",manual,accepted,2025-02-06 01:50:17PM SAST,2258764
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),52,"96,000",manual,accepted,2025-02-06 01:50:16PM SAST,2704297
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),24,"67,000",auto,accepted,2025-02-06 01:50:15PM SAST,2704143
59, I2830051 TRUCK FLAT D/SIDE 5-TON TATA LPT116 F9428 (2010),13,"66,000",manual,outbid,2025-02-06 01:50:15PM SAST,2704125
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"22,750",manual,accepted,2025-02-06 01:50:15PM SAST,2704233
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),37,"98,000",manual,accepted,2025-02-06 01:50:14PM SAST,2704209
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),4,"85,000",manual,accepted,2025-02-06 01:50:13PM SAST,1919665
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"24,000",manual,accepted,2025-02-06 01:50:12PM SAST,2704400
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),52,"97,000",manual,accepted,2025-02-06 01:50:11PM SAST,2704297
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"290,000",manual,accepted,2025-02-06 01:50:11PM SAST,2704166
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"84,000",manual,accepted,2025-02-06 01:50:10PM SAST,2704134
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),34,"96,000",manual,accepted,2025-02-06 01:50:06PM SAST,2704195
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),34,"95,000",manual,accepted,2025-02-06 01:50:05PM SAST,2704195
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),42,"84,000",manual,accepted,2025-02-06 01:50:04PM SAST,2704218
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",22,"285,000",manual,accepted,2025-02-06 01:50:04PM SAST,2704140
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),33,"42,500",auto,accepted,2025-02-06 01:50:03PM SAST,2704190
63, D6770024 TRUCK TANKER DIESEL 6000L L3461 (2013),49,"42,000",manual,outbid,2025-02-06 01:50:03PM SAST,2258764
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),52,"83,000",manual,accepted,2025-02-06 01:50:02PM SAST,2704297
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),7,"6,600",manual,accepted,2025-02-06 01:50:01PM SAST,2703983
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),52,"40,500",manual,accepted,2025-02-06 01:50:00PM SAST,2704297
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"15,250",manual,accepted,2025-02-06 01:49:55PM SAST,2704297
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"280,000",manual,accepted,2025-02-06 01:49:54PM SAST,2704166
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"15,000",auto,accepted,2025-02-06 01:49:53PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"14,750",manual,outbid,2025-02-06 01:49:53PM SAST,2704297
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),34,"165,000",manual,accepted,2025-02-06 01:49:52PM SAST,2704195
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"14,500",auto,accepted,2025-02-06 01:49:50PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"14,250",manual,outbid,2025-02-06 01:49:50PM SAST,2704297
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",22,"275,000",manual,accepted,2025-02-06 01:49:50PM SAST,2704140
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),18,"82,000",manual,accepted,2025-02-06 01:49:47PM SAST,2704134
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),37,"94,000",manual,accepted,2025-02-06 01:49:46PM SAST,2704209
67,S1850040 CRANE TRUCK EFFER 10000T2S 10 TON WTE0097 (1987),52,"6,500",manual,accepted,2025-02-06 01:49:46PM SAST,2704297
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),47,"40,000",manual,accepted,2025-02-06 01:49:45PM SAST,2704233
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",31,"270,000",manual,accepted,2025-02-06 01:49:45PM SAST,2704166
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),24,"14,000",auto,accepted,2025-02-06 01:49:44PM SAST,2704143
66,S1980017 CRANE TRUCK FASSI F5-32 10 TON WTE0096 (1999),52,"13,750",manual,outbid,2025-02-06 01:49:44PM SAST,2704297
61, I2870061 BUS PASSENGER 35-SEAT TATA LPO918 (2012),49,"93,000",manual,accepted,2025-02-06 01:49:40PM SAST,2258764
64,I2870111 BUS PASSENGER 35-SEAT TATA LPO918 M027409 (2012),52,"39,500",manual,accepted,2025-02-06 01:49:39PM SAST,2704297
62,2870010 BUS PASSENGER 35-SEAT TATA LPO918 F9497 (2011),52,"81,000",manual,accepted,2025-02-06 01:49:34PM SAST,2704297
68,"A1400037 EXCAVATOR CRAWLER 20T JCB JS200SC M012997 (2010) Quantity: 1 unit, 5812 HRS, ",22,"265,000",manual,accepted,2025-02-06 01:49:31PM SAST,2704140
